gsc_col-xs-12 src,assured,photoNumber,imageTransition src,views,imageTransition src 2,model_year,company,model,variant,distance_covered,type,gear,price,emitextCard,emitextCard 2,emitextCard 3,place
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/spacer3x2.png,47,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2013,Maruti,Ritz,,"70,082 kms",Diesel,manual,"3,55,000",,,,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/spacer3x2.png,71,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Hyundai,i20,,"50,768 kms",Petrol,manual,"5,50,000",EMI,@,"? 44,097",
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,60,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,Celerio,,"56,370 kms",Petrol,automatic,"4,00,000",EMI,@,"? 17,031",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1260539_24_1635242342.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,34,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Honda,Jazz,,"27,666 kms",Petrol,manual,"5,45,000",EMI,@,"? 23,205",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1257807_24_1634990655.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,92,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Honda,City,,"62,282 kms",Diesel,manual,"9,00,000",EMI,@,"? 27,098",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1332045_24_1642138394.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,33,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Maruti,Baleno,,"12,217 kms",Petrol,automatic,"7,90,000",EMI,@,"? 15,997",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1257399_24_1634979132.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,85,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Tata,Tiago,,"38,643 kms",Diesel,manual,"4,70,000",EMI,@,"? 14,151",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1252536_24_1634559075.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,85,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Hyundai,Verna,,"12,448 kms",Petrol,automatic,"11,00,000",EMI,@,"? 22,273",
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1252281_24_1634552771_1257263_24_1634971998.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,26,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Honda,Amaze,,"12,887 kms",Petrol,manual,"8,10,000",EMI,@,"? 16,401",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1252185_24_1634549677.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,113,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Honda,City,,"35,429 kms",Petrol,manual,"9,95,000",EMI,@,"? 20,147",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1250679_24_1634397502.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,48,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Celerio,,"33,661 kms",Petrol,automatic,"4,75,000",EMI,@,"? 14,302",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1332021_24_1642136921.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,48,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Maruti,S-Presso,,586 kms,Petrol,automatic,"5,10,000",EMI,@,"? 10,327",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1246220_24_1633953278.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,36,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Celerio,,"30,128 kms",Petrol,automatic,"4,85,000",EMI,@,"? 14,603",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1318104_24_1640775799.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,54,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Honda,Amaze,,"1,27,879 kms",Diesel,manual,"3,41,500",,,,
https://images10.gaadicdn.com/usedcar_image/original/VCC_1250147_24_1634376509.jpg,CarDekho Assured,12,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,62,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Vitara,Brezza,"27,133 kms",Diesel,automatic,"9,10,000",EMI,@,"? 18,426",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1250003_24_1634369835.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,58,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Ertiga,,"87,955 kms",Diesel,manual,"8,50,000",EMI,@,"? 20,334",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1254417_24_1634725998.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,72,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Maruti,Celerio,,"8,042 kms",Petrol,manual,"5,10,000",EMI,@,"? 10,327",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1331750_24_1642072450.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,125,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Ford,Figo,Aspire,"24,707 kms",Petrol,manual,"4,90,000",EMI,@,"? 14,754",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1249001_24_1634200851.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,30,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Hyundai,i20,,"31,931 kms",Petrol,manual,"7,00,000",EMI,@,"? 16,746",
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1310946_24_1640085062_1327030_24_1641630755.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,109,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Mahindra,Scorpio,,"1,14,497 kms",Diesel,manual,"5,30,000",,,,
