gsc_col-xs-12 src,assured,photoNumber,imageTransition src,views,imageTransition src 2,model_year,company,model,variant,distance_covered,type,gear,price,fixedpriceText,emitextCard,emitextCard 2,emitextCard 3,place
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1638861442380_1296638_24_1638861748.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,106,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2012,Maruti,Alto,K10,"39,758 kms",Petrol,manual,"2,00,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1183899_24_1628062007.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,60,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Hyundai,Venue,,"21,474 kms",Petrol,automatic,"10,30,000",,EMI,@,"? 20,856",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1639467333784_1303346_24_1639467723.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,44,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Swift,,"27,050 kms",Petrol,automatic,"6,45,500",Fixed Price,EMI,@,"? 15,442",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1639206902143_1300505_24_1639207194.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,163,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Alto,800,"41,300 kms",CNG,manual,"3,49,000",Fixed Price,EMI,@,"? 8,349",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1641717012553_1327745_24_1641717328.jpg,CarDekho Assured,21,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,66,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Maruti,Swift,,"72,844 kms",Diesel,manual,"3,15,000",,EMI,@,"? 25,255",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1292574_24_1638516166.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,85,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Baleno,,"72,860 kms",Petrol,automatic,"5,17,000",Fixed Price,EMI,@,"? 22,013",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1306164_24_1639719931.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,66,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Maruti,Celerio,,"25,226 kms",Petrol,automatic,"3,90,500",Fixed Price,EMI,@,"? 31,309",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1637907992248_1286224_24_1637908375.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,176,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Renault,KWID,,"6,344 kms",Petrol,manual,"3,51,500",,EMI,@,"? 7,118",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1248628_24_1634189378.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,141,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Renault,KWID,,"18,941 kms",Petrol,manual,"3,13,000",,EMI,@,"? 6,338",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1226975_24_1632213529_1247445_24_1634038635.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,33,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Honda,Jazz,,"1,17,102 kms",Diesel,manual,"4,25,000",,EMI,@,"? 18,096",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1252712_24_1634620671.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,136,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2012,Hyundai,i10,,"43,306 kms",Petrol,manual,"2,49,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1632378463107_1228817_24_1632378927.jpg,CarDekho Assured,4,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,107,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Honda,City,,"92,478 kms",Diesel,manual,"4,24,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1220084_24_1631615933_1331786_24_1642072383.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,70,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Ciaz,,"1,36,814 kms",Diesel,manual,"5,05,000",,EMI,@,"? 21,502",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1631964899336_1224288_24_1631965385.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,58,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Honda,City,,"1,04,585 kms",Diesel,manual,"4,25,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1636365427559_1269945_24_1636365491.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,199,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Hyundai,i20,,"54,374 kms",Diesel,manual,"4,75,000",,EMI,@,"? 20,224",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1231740_24_1632568015.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,76,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Maruti,Ciaz,,"96,723 kms",Diesel,manual,"4,50,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1302343_24_1639382771.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,115,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Tata,Nexon,,"59,853 kms",Diesel,manual,"7,58,000",Fixed Price,EMI,@,"? 18,133",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1245516_24_1633869582.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,64,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Maruti,Alto,,"4,258 kms",Petrol,manual,"3,65,000",,EMI,@,"? 7,391",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1305932_24_1639656769_1325132_24_1641466381.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,511,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Mahindra,XUV500,,"1,04,313 kms",Diesel,manual,"6,60,500",Fixed Price,EMI,@,"? 52,956",New Delhi
https://cdn.spincar.com/swipetospin-viewers/CarDekhoStudio/3005975/20220106074844.DAAKALBG/closeups/cu-1.jpg,CarDekho Assured,32,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,80,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Maruti,Wagon,R,"16,647 kms",Petrol,manual,"4,83,500",Fixed Price,EMI,@,"? 9,790",New Delhi
https://cdn.spincar.com/swipetospin-viewers/CarDekhoStudio/3012259/20211231102707.HFC7DL2P/closeups/cu-1.jpg,CarDekho Assured,32,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,141,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Honda,City,,"27,402 kms",Petrol,manual,"6,74,500",Fixed Price,,,,New Delhi
https://cdn.spincar.com/swipetospin-viewers/CarDekhoStudio/3009701/20220104071206.VVBD8EEA/closeups/cu-1.jpg,CarDekho Assured,32,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,139,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2011,Volkswagen,Vento,,"1,09,338 kms",Petrol,manual,"2,65,000",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1237981_24_1633250876.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,30,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Alto,K10,"59,872 kms",Petrol,manual,"2,45,000",,EMI,@,"? 10,432",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1639123447850_1299588_24_1639123835.jpg,CarDekho Assured,20,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,106,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Honda,WR-V,,"15,062 kms",Petrol,manual,"8,57,000",Fixed Price,EMI,@,"? 17,353",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1301039_24_1639227065.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,62,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Honda,Amaze,,"36,754 kms",Petrol,manual,"4,60,000",Fixed Price,EMI,@,"? 36,881",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1305303_24_1639639262_1323307_24_1641298421.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,259,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Maruti,Swift,,"55,289 kms",Petrol,manual,"3,85,000",Fixed Price,EMI,@,"? 30,868",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1640755121711_1317397_24_1640755499.jpg,CarDekho Assured,22,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,54,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,i20,,"60,226 kms",Diesel,manual,"4,70,000",,EMI,@,"? 37,683",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_VCC_1304906_24_1639572398_1306704_24_1639733135_1308045_24_1639824669.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,56,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Baleno,,"77,169 kms",Petrol,manual,"4,49,000",Fixed Price,EMI,@,"? 19,117",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1329372_24_1641889806.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,33,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Ciaz,,"79,734 kms",Diesel,manual,"5,45,000",,EMI,@,"? 23,205",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1204396_24_1630063361_1321891_24_1641196607.jpg,CarDekho Assured,24,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,124,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Ford,Ecosport,,"77,046 kms",Petrol,automatic,"5,50,000",,EMI,@,"? 44,097",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1180214_24_1627647546.jpg,CarDekho Assured,16,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,62,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Renault,KWID,,"10,287 kms",Petrol,manual,"3,30,000",,EMI,@,"? 6,682",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_VCC_1302245_24_1639380029_1308638_24_1639898803_1309025_24_1639913756.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,29,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,Grand,i10,"78,045 kms",Petrol,manual,"4,06,500",Fixed Price,EMI,@,"? 32,591",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1299418_24_1639119649.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,52,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Celerio,,"36,475 kms",Petrol,manual,"4,22,000",Fixed Price,EMI,@,"? 10,096",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1302135_24_1639374980.jpg,CarDekho Assured,10,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,134,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2021,Renault,KWID,,"1,850 kms",Petrol,automatic,"5,03,000",Fixed Price,EMI,@,"? 10,185",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_VCC_1301953_24_1639312226_1304679_24_1639562068_1305744_24_1639649092.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,233,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Maruti,Swift,,"23,816 kms",Petrol,manual,"4,34,500",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1301880_24_1639311069.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,50,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Alto,K10,"15,348 kms",Petrol,manual,"3,44,500",Fixed Price,EMI,@,"? 8,242",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1263246_24_1635499741.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,83,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Hyundai,Xcent,,"65,500 kms",Petrol,manual,"3,65,000",,EMI,@,"? 15,541",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1298539_24_1639037424_1299078_24_1639050343.jpg,CarDekho Assured,16,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,107,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Maruti,Vitara,Brezza,"4,486 kms",Petrol,manual,"10,24,000",Fixed Price,EMI,@,"? 20,735",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1162830_24_1625921165_1269104_24_1636273080.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,122,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Toyota,Innova,,"1,15,112 kms",Diesel,manual,"4,90,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300983_24_1639225478.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,68,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2012,Maruti,Swift,Dzire,"1,07,047 kms",Petrol,manual,"3,22,500",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300635_24_1639215595.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,124,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Toyota,Glanza,,"33,423 kms",Petrol,manual,"7,46,000",Fixed Price,EMI,@,"? 15,106",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1639208772184_1300580_24_1639209018.jpg,CarDekho Assured,22,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,312,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Ciaz,,"35,958 kms",Diesel,manual,"5,40,000",,EMI,@,"? 16,259",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300569_24_1639211882.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,92,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2021,Maruti,S-Presso,,"3,230 kms",Petrol,manual,"4,49,500",Fixed Price,EMI,@,"? 9,102",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300555_24_1639211723.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,63,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,Xcent,,"62,629 kms",Petrol,automatic,"4,09,500",Fixed Price,EMI,@,"? 32,832",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300425_24_1639207426.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,185,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2011,Maruti,Alto,K10,"55,128 kms",Petrol,manual,"1,72,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1300364_24_1639204995.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,247,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Mahindra,XUV500,,"45,149 kms",Diesel,manual,"11,45,000",,EMI,@,"? 23,185",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1300402_24_1639208333_1325129_24_1641466225.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/spacer3x2.png,471,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Renault,KWID,,"30,958 kms",Petrol,manual,"2,53,000",Fixed Price,EMI,@,"? 7,618",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1247018_24_1634028161.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/spacer3x2.png,116,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2019,Mahindra,XUV500,,"59,803 kms",Diesel,manual,"11,35,000",,EMI,@,"? 22,982",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1267266_24_1635922006.jpg,CarDekho Assured,21,https://stimg.cardekho.com/pwa/img/spacer3x2.png,31,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Maruti,Swift,,"64,108 kms",Petrol,manual,"3,60,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1299840_24_1639132403.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,57,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Maruti,Swift,Dzire,"65,567 kms",Petrol,manual,"3,80,000",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1299605_24_1639125465_1299862_24_1639131820.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,118,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Celerio,,"46,594 kms",Petrol,manual,"3,72,500",Fixed Price,EMI,@,"? 8,911",New Delhi
https://cdn.spincar.com/swipetospin-viewers/CarDekhoStudio/3007550/20220105093709.GVBULXAK/closeups/cu-1.jpg,CarDekho Assured,32,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,63,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Maruti,Alto,K10,"49,440 kms",Petrol,automatic,"2,98,500",Fixed Price,EMI,@,"? 23,933",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1299423_24_1639120050_1299950_24_1639134499.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,187,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,i20,,"52,510 kms",Petrol,manual,"4,82,500",Fixed Price,EMI,@,"? 38,685",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1299393_24_1639119214.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,46,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Maruti,Swift,,"57,965 kms",Petrol,manual,"3,47,000",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1299242_24_1639114894.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,99,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Maruti,Swift,,"23,936 kms",Petrol,manual,"4,21,000",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1291386_24_1638361223.jpg,CarDekho Assured,21,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,48,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Maruti,Baleno,,"13,894 kms",Petrol,manual,"6,62,500",,EMI,@,"? 13,415",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1299041_24_1639050338.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,24,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Swift,,"14,434 kms",Petrol,manual,"4,71,500",Fixed Price,EMI,@,"? 14,197",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_IMG_1633693830459_1243561_24_1633694227.jpg,CarDekho Assured,22,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,66,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Hyundai,i20,,"57,007 kms",Petrol,manual,"4,95,000",,EMI,@,"? 21,076",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1298066_24_1638964589.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,89,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,i20,,"1,00,107 kms",Petrol,manual,"4,23,500",Fixed Price,EMI,@,"? 33,954",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1297947_24_1638960744.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,62,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Hyundai,i20,,"14,350 kms",Petrol,manual,"4,58,000",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_VCC_1297708_24_1638953155_1298296_24_1639027760_1300904_24_1639217812.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,66,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,i20,,"1,26,403 kms",Diesel,manual,"3,92,500",,EMI,@,"? 31,469",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1245580_24_1633871188.jpg,CarDekho Assured,6,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,53,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Hyundai,i20,,"21,770 kms",Petrol,manual,"6,05,000",,EMI,@,"? 14,473",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1276629_24_1636975554_1294779_24_1638686310.jpg,CarDekho Assured,1,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,27,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Hyundai,Grand,i10,"48,167 kms",Petrol,manual,"4,60,000",,EMI,@,"? 11,005",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1297112_24_1638877454.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,21,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Maruti,Alto,K10,"60,309 kms",Petrol,manual,"2,37,500",Fixed Price,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1296667_24_1638863346.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,172,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Swift,,"9,860 kms",Petrol,manual,"5,59,000",Fixed Price,EMI,@,"? 13,373",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1296697_24_1638865263.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,42,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Baleno,RS,"25,121 kms",Petrol,manual,"6,27,500",Fixed Price,EMI,@,"? 18,893",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1296207_24_1638792765.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,84,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2016,Maruti,Wagon,R,"55,094 kms",Petrol,manual,"3,15,000",,EMI,@,"? 13,412",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1295003_24_1638695834.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Hyundai,Grand,i10,"19,171 kms",Petrol,manual,"5,12,000",Fixed Price,EMI,@,"? 15,416",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_1290347_24_1638266054_1295163_24_1638700649.jpg,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,130,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Maruti,Ciaz,,"38,710 kms",Petrol,manual,"7,84,000",Fixed Price,EMI,@,"? 15,875",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1321148_24_1641107883.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,33,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Hyundai,Grand,i10,"34,871 kms",Petrol,manual,"3,89,000",Fixed Price,EMI,@,"? 16,563",New Delhi
https://cdn.spincar.com/swipetospin-viewers/CarDekhoStudio/3004250/20211231102835.TG3URC1U/closeups/cu-1.jpg,CarDekho Assured,32,https://stimg.cardekho.com/pwa/img/spacer3x2.png,137,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Maruti,Vitara,Brezza,"77,552 kms",Diesel,manual,"5,40,000",,EMI,@,"? 22,992",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1295713_24_1638778437.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,120,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Maruti,Alto,,"6,519 kms",Petrol,manual,"3,62,000",Fixed Price,EMI,@,"? 7,330",New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_1253477_24_1634649181.jpg,CarDekho Assured,19,https://stimg.cardekho.com/pwa/img/spacer3x2.png,52,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Honda,Brio,,"42,308 kms",Petrol,manual,"2,52,000",,,,,New Delhi
https://images10.gaadicdn.com/usedcar_image/original/VCC_VCC_VCC_1295585_24_1638775616_1298619_24_1639035907_1322642_24_1641278508.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,126,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Alto,800,"16,676 kms",Petrol,manual,"2,75,000",,EMI,@,"? 8,280",New Delhi
