gsc_col-xs-12 src,assured,photoNumber,imageTransition src,views,imageTransition src 2,model_year,company,model,variant,distance_covered,type,gear,price,emitextCard,emitextCard 2,emitextCard 3,place
https://images10.gaadicdn.com/usedcar_image/original/VCC_1333078_24_1642235390.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,38,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2014,Hyundai,Grand,i10,"75,346 kms",Petrol,manual,"3,73,000",,,,
https://images10.gaadicdn.com/usedcar_image/original/VCC_1333012_24_1642232481.jpg,CarDekho Assured,16,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,86,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Hyundai,Creta,,"29,630 kms",Petrol,manual,"10,06,000",EMI,@,"? 30,289",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1332518_24_1642157056.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,288,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Mahindra,XUV500,,"54,618 kms",Diesel,manual,"14,02,500",EMI,@,"? 28,399",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1332365_24_1642150561.jpg,CarDekho Assured,14,https://stimg.cardekho.com/pwa/img/spacer3x2.png,196,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Hyundai,i20,,"67,956 kms",Petrol,manual,"5,78,500",EMI,@,"? 46,381",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1332280_24_1642146863.jpg,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,137,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2018,Hyundai,i20,,"4,101 kms",Petrol,manual,"6,56,000",EMI,@,"? 15,693",
https://images10.gaadicdn.com/usedcar_image/original/VCC_1331708_24_1642070353.jpg,CarDekho Assured,16,https://stimg.cardekho.com/pwa/img/spacer3x2.png,239,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2014,Hyundai,i20,,"47,384 kms",Petrol,manual,"5,46,000",,,,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,139,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Hyundai,Xcent,,"16,858 kms",Petrol,manual,"5,25,000",EMI,@,"? 22,353",
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,205,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2016,Hyundai,Creta,,"53,850 kms",Petrol,manual,"9,38,000",EMI,@,"? 39,937",
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,323,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2013,Hyundai,Grand,i10,"10,484 kms",Petrol,manual,"3,97,500",,,,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,95,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,Wagon,R,"31,325 kms",Petrol,manual,"3,79,500",EMI,@,"? 30,427",
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,15,https://stimg.cardekho.com/pwa/img/spacer3x2.png,266,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2012,Hyundai,i10,,"37,662 kms",Petrol,manual,"2,30,000",,,,
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Assured,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,75,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2015,Maruti,Swift,Dzire,"23,136 kms",Petrol,manual,"5,20,000",EMI,@,"? 41,691",
