gsc_col-xs-12 src,assured,photoNumber,imageTransition src,views,imageTransition src 2,model_year,company,model,variant,distance_covered,type,gear,price,emitextCard,emitextCard 2,emitextCard 3,place
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Partner Car,,,8,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Maruti,Ciaz,,"40,000 kms",Petrol,manual,"6,00,000",EMI,@,"? 18,065",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/usedcar_marutiwagonr4_454101637656386_1637656398.JPG,CarDekho Partner Car,4,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,10,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Maruti,Wagon,R,"65,000 kms",Petrol,manual,"3,00,000",,,,Ahmedabad
https://stimg.cardekho.com/pwa/img/noimage.svg,CarDekho Partner Car,,,9,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2015,Toyota,Etios,,"65,000 kms",Petrol,manual,"3,50,000",EMI,@,"? 28,062",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_619f7750b514c_1637840720.jpg,CarDekho Partner Car,12,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,4,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2019,Honda,City,,"21,000 kms",Petrol,manual,"11,25,000",EMI,@,"? 22,780",Ahmedabad
https://stimg.cardekho.com/pwa/img/spacer3x2.png,CarDekho Partner Car,15,https://stimg.cardekho.com/pwa/img/spacer3x2.png,12,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2020,Hyundai,Grand,i10,"9,000 kms",Petrol,manual,"6,90,000",EMI,@,"? 13,972",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_619f719a304b9_1637839258.jpg,CarDekho Partner Car,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,12,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2020,Hyundai,Grand,i10,"9,000 kms",Petrol,manual,"6,90,000",EMI,@,"? 13,972",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_6195cdc624c02_1637207494.jpg,CarDekho Partner Car,12,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,13,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2017,Hyundai,i20,,"65,205 kms",Diesel,manual,"5,75,000",EMI,@,"? 17,313",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_6195ce466956f_1637207622.jpg,CarDekho Partner Car,11,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,5,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2018,Hyundai,Creta,,"76,190 kms",Diesel,manual,"10,50,000",EMI,@,"? 25,119",Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_6191fdb423ac7_1636957620.jpg,CarDekho Partner Car,10,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,11,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2013,Renault,Duster,,"83,000 kms",Diesel,manual,"4,25,000",,,,Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_618d0b04e38cc_1636633348.jpg,CarDekho Partner Car,15,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,49,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2005,Hyundai,Santro,Xing,"75,000 kms",CNG,manual,"1,25,000",,,,Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_618ca2d36b19e_1636606675.jpg,CarDekho Partner Car,14,https://stimg.cardekho.com/pwa/img/UCdetailNew/cameranew.svg,5,https://stimg.cardekho.com/pwa/img/UCdetailNew/eye.svg,2010,Toyota,Innova,,"1,38,000 kms",Diesel,manual,"5,90,000",,,,Ahmedabad
https://images10.gaadicdn.com/usedcar_image/original/zz1_crop_img_618ca620365e4_1636607520.jpg,CarDekho Partner Car,13,https://stimg.cardekho.com/pwa/img/spacer3x2.png,28,https://stimg.cardekho.com/pwa/img/spacer3x2.png,2017,Mercedes-Benz,GLC,,"31,500 kms",Diesel,automatic,"38,75,000",EMI,@,"? 1,16,670",Ahmedabad
